,iteration,reward
0,1.0,0.7312555491924286
1,51.0,0.6906103551387787
2,101.0,0.7271848917007446
3,151.0,0.7097918689250946
4,201.0,0.7554144382476806
5,251.0,0.7258578062057495
6,301.0,0.7211897194385528
7,351.0,0.6986980557441711
8,401.0,0.722080659866333
9,451.0,0.6846482872962951
10,501.0,0.68150192797184
11,551.0,0.7104042530059814
12,601.0,0.6871054202318192
13,651.0,0.7446393847465516
14,701.0,0.5252273738384247
15,751.0,0.7525454044342041
16,801.0,0.7108750998973846
17,851.0,0.6923364698886871
18,901.0,0.7474821090698243
19,951.0,0.6812291920185091
20,1001.0,0.5583627104759217
21,1051.0,0.6986821472644806
22,1101.0,0.6006522059440613
23,1151.0,0.7616469204425812
24,1201.0,0.7382046341896057
25,1251.0,0.7657740533351898
26,1301.0,0.7289632439613343
27,1351.0,0.7165386915206909
28,1401.0,0.7201135754585266
29,1451.0,0.7403486251831055
30,1501.0,0.6997450649738312
31,1551.0,0.7479208976030349
32,1601.0,0.7244774997234344
33,1651.0,0.7537286698818206
34,1701.0,0.7257597118616104
35,1751.0,0.7247698307037354
36,1801.0,0.72581667304039
37,1851.0,0.7316488027572632
38,1901.0,0.6982100188732148
39,1951.0,0.7476655125617981
40,2001.0,0.7743191301822663
41,2051.0,0.7729197561740875
42,2101.0,0.7235063076019287
43,2151.0,0.7444881677627564
44,2201.0,0.6862176150083542
45,2251.0,0.7226553380489349
46,2301.0,0.7532761931419373
47,2351.0,0.737450635433197
48,2401.0,0.7362010240554809
49,2451.0,0.7589877307415008
50,2501.0,0.7876866459846497
51,2551.0,0.7461927473545075
52,2601.0,0.771700257062912
53,2651.0,0.7922620415687561
54,2701.0,0.7386193871498108
55,2751.0,0.7710091352462769
56,2801.0,0.7482963144779206
57,2851.0,0.7990285396575928
58,2901.0,0.7542360901832581
59,2951.0,0.7475373566150665
60,3001.0,0.7876265704631805
61,3051.0,0.7549183607101441
62,3101.0,0.7411817848682404
63,3151.0,0.7967443466186523
64,3201.0,0.7416145205497742
65,3251.0,0.7471171438694
66,3301.0,0.7373373508453369
67,3351.0,0.7998008668422699
68,3401.0,0.7881929218769074
69,3451.0,0.8141612529754638
70,3501.0,0.7475316286087036
71,3551.0,0.7574472546577453
72,3601.0,0.7163118779659271
73,3651.0,0.7642394840717316
74,3701.0,0.8007550418376923
75,3751.0,0.7594972610473633
76,3801.0,0.7225861608982086
77,3851.0,0.6826196372509002
78,3901.0,0.7188832759857178
79,3951.0,0.7885739743709564
80,4001.0,0.7697969317436218
81,4051.0,0.8213685214519499
82,4101.0,0.7346960812807083
83,4151.0,0.7887720167636871
84,4201.0,0.7794358074665071
85,4251.0,0.8089112401008606
86,4301.0,0.7791937530040741
87,4351.0,0.7829309880733492
88,4401.0,0.7812751054763794
89,4451.0,0.7859662294387817
90,4501.0,0.7639243066310882
91,4551.0,0.7520474135875702
92,4601.0,0.7935154974460602
93,4651.0,0.8004253983497621
94,4701.0,0.7887706160545349
95,4751.0,0.7766797840595245
96,4801.0,0.7706571221351624
97,4851.0,0.8101699948310852
98,4901.0,0.7647116243839264
99,4951.0,0.7803401529788971
100,5001.0,0.7620829284191132
