Updates,Episodes,Time,Reward
0,0,9.5367431640625e-07,-127.67366274192852
338,33,0.4896078109741211,-150.46407512152416
700,72,0.909212589263916,-127.84282718987988
1088,118,1.3692114353179932,-126.81793773312843
1462,160,1.8052213191986084,-132.8780028119237
1828,201,2.220923900604248,-129.17333312015003
2198,242,2.6412405967712402,-131.4314309723443
2574,286,3.0792391300201416,-141.94925298727716
2945,325,3.489213228225708,-119.57767822585868
3317,363,3.891667604446411,-136.4970824728622
3727,403,4.371501922607422,-111.01493684510574
4138,438,4.86313271522522,-144.33611679069708
4552,476,5.367152690887451,-144.84171136400926
5082,526,5.9608824253082275,-142.2132483341547
5536,574,6.462560415267944,-138.51356522927694
5885,609,6.874912261962891,-128.6990772739974
6340,646,7.4297826290130615,-377.8442701818926
6829,692,8.018924474716187,-118.9585862127391
7307,732,8.58179497718811,-125.22256046708762
7705,768,9.067248344421387,-121.60583840982102
8144,802,9.600176811218262,-131.47781066280703
8710,850,10.272463321685791,-562.2548770352107
9272,888,11.058537483215332,-130.17763274558712
9661,924,11.551634788513184,-127.56876560100031
10131,964,12.072945833206177,-143.7001034211342
10606,1007,12.611327409744263,-115.47217830872088
11040,1044,13.11886215209961,-127.74843505546713
11513,1084,13.668602228164673,-307.86765279183913
11994,1128,14.239759683609009,-838.7955646389817
12787,1203,15.20220160484314,-1016.1468927717724
13554,1269,16.13551425933838,-123.25439283530432
13910,1303,16.58728528022766,-940.557226212228
14594,1358,17.508828163146973,-757.2494839665792
15304,1426,18.378295421600342,-511.9031373101865
15732,1469,18.898635149002075,-1004.8970103772514
16591,1540,19.96319842338562,-881.2913873893627
17420,1615,20.957024574279785,-742.872731913496
18174,1678,21.869698762893677,-877.5391538614649
18922,1732,22.809211015701294,-830.2761829455012
19669,1795,23.745712757110596,-594.7812128431384
20291,1854,24.489962339401245,-722.3865021716491
20975,1919,25.323853492736816,-1267.9786443082269
22106,2022,26.7004234790802,-691.9958383051037
22712,2072,27.498796463012695,-981.6894815940639
23615,2156,28.623149871826172,-734.4599476990464
24314,2219,29.493059158325195,-935.0699894194029
25070,2287,30.419256687164307,-876.4553339470197
25832,2356,31.404209852218628,-786.8586814230247
26686,2427,32.48110246658325,-1330.4488965381802
27862,2537,33.90385341644287,-715.4017311021453
28586,2607,34.7591872215271,-806.9052470870846
29346,2677,35.67750144004822,-439.95567844077794
29849,2728,36.26660966873169,-418.81935299056715
30389,2781,36.8926203250885,-148.5770218777589
30771,2816,37.35383892059326,-962.6381201568332
31697,2905,38.45708918571472,-138.9017455187468
32078,2935,38.95192360877991,-1180.8361790597571
32965,3012,40.08780527114868,-699.3535593114486
33649,3071,40.925100564956665,-852.3709958045441
34275,3123,41.76644253730774,-1380.5081538460843
35491,3242,43.24734544754028,-919.9273157883681
36326,3319,44.24753403663635,-845.5099146493474
37270,3405,45.42716073989868,-700.524517098269
37912,3462,46.28748917579651,-676.684167909257
38535,3515,47.08865833282471,-660.4504441884991
39172,3569,47.90669584274292,-856.2434392968689
40016,3644,48.973958253860474,-635.7081194899483
40713,3705,49.82171583175659,-873.6557578791014
41496,3773,50.80086660385132,-809.080795012841
42315,3843,51.79419493675232,-843.5659331083422
43269,3932,52.914907932281494,-829.730670658167
43974,3996,53.80099415779114,-175.64265135286578
44480,4047,54.406009674072266,-686.7952883172062
44969,4094,55.06120991706848,-530.4128191392604
45375,4129,55.63966107368469,-759.7216965253821
46135,4198,56.64838767051697,-815.4175480213396
46861,4264,57.55420756340027,-149.8772690771898
47305,4304,58.09590172767639,-910.9098845646347
48095,4373,59.069185733795166,-182.83640924155378
48629,4426,59.73004603385925,-147.7536554877567
49120,4465,60.385825872421265,-161.24270485234945
49618,4518,60.97862696647644,-838.41769464849
50493,4598,62.014248847961426,-363.33413022316853
51222,4668,62.864124059677124,-717.5723670228699
52004,4742,63.7987003326416,-1000.5031545785607
52935,4826,64.92485976219177,-932.795789101888
53866,4913,66.0638382434845,-1707.2708771817984
55280,5055,67.77798175811768,-584.8926799465451
55706,5106,68.29260063171387,-599.0239665324629
56154,5149,68.85044574737549,-730.6238330955026
56912,5216,69.81220769882202,-142.2240732760606
57419,5263,70.43053531646729,-586.7604493478105
58195,5328,71.40670800209045,-897.2005647218782
59236,5420,72.68284964561462,-824.9104009925816
60095,5495,73.78396558761597,-789.6781609939278
60889,5565,74.77328109741211,-1069.3618798222283
61860,5650,75.97790837287903,-906.7768913382264
62686,5729,76.98033308982849,-1122.9310861599313
63707,5820,78.22290897369385,-780.0443347675584
64495,5889,79.18557548522949,-571.6415914003735
65251,5961,80.11420845985413,-1250.203488450308
66263,6039,81.47187304496765,-461.4069508598935
67080,6110,82.61221170425415,-855.0741801374509
67819,6172,83.54557633399963,-793.8616439809273
68569,6240,84.46420073509216,-1157.1422930095641
69548,6321,85.67790603637695,-759.448562184912
70295,6374,86.75909090042114,-698.6633099219014
70905,6418,87.73912048339844,-1187.106259078519
71867,6497,89.05876183509827,-1067.6305968538775
72908,6588,90.36582970619202,-904.8157630528971
73764,6665,91.42664861679077,-834.9347041643186
74492,6726,92.36182498931885,-662.7104955417961
75119,6768,93.28320932388306,-935.7407157506799
75962,6840,94.3975920677185,-111.02900895706826
76475,6889,95.03032660484314,-1045.1229679322523
77414,6958,96.33794832229614,-1643.68907151943
78554,7055,97.93655514717102,-535.4046919036304
79265,7112,98.83519959449768,-781.0354940731561
80205,7191,100.00471949577332,-890.7350587073439
81198,7276,101.26803708076477,-984.8643200689237
82156,7357,102.45949006080627,-734.630620288749
82957,7418,103.5452229976654,-809.1572811063288
83673,7474,104.56146597862244,-114.74801041409098
84360,7528,105.47669649124146,-828.4406682835819
85205,7595,106.5414719581604,-829.1210561763173
86139,7673,107.71082305908203,-795.588547557838
87047,7746,108.86328029632568,-790.348348782275
87886,7814,109.93584036827087,-546.9532752173924
88521,7862,110.81362128257751,-1013.066154545679
89659,7945,112.30546569824219,-874.7844312308902
90581,8019,113.50123381614685,-806.0690240529749
91556,8089,114.80847883224487,-1059.5576382954655
92530,8163,116.06691098213196,-963.792141378886
93556,8250,117.38643097877502,-1325.7701839092829
94889,8348,119.15722894668579,-1004.792341619707
96111,8442,120.83939480781555,-1175.4222476881805
97033,8512,122.21710085868835,-597.345401221691
97832,8572,123.28206276893616,-1226.14491060617
98874,8647,124.67231130599976,-1019.2241816588767
99823,8725,125.8822705745697,-816.0679935557081
100746,8795,127.0622034072876,-1021.5459579360555
101720,8877,128.3052101135254,-681.675778917301
102659,8952,129.49914169311523,-497.7222681154584
103628,9030,130.73613834381104,-1009.4789193020628
104629,9109,132.00575399398804,-936.4070706038068
105552,9179,133.2175633907318,-1113.4837548138273
106822,9267,135.00524282455444,-1017.4636207168384
107757,9336,136.35854649543762,-899.9444144129773
108615,9396,137.55918741226196,-439.4458170623963
109920,9488,139.4775993824005,-779.4363667594722
111004,9567,141.01318216323853,-670.8376607985227
112091,9640,142.50004696846008,-1014.1284027529515
113041,9701,143.96136808395386,-697.4013454129258
113944,9764,145.1961178779602,-1048.6468742967497
115108,9852,146.75971221923828,-714.3645927826155
116253,9927,148.50979328155518,-941.6193601698384
117187,9995,149.838196516037,-1207.7665895166706
118459,10079,151.54922199249268,-956.5658072167046
119750,10167,153.36926579475403,-596.7814590098235
121191,10276,155.23471999168396,-984.9645989502089
122789,10382,157.4286572933197,-925.6995739970847
123960,10474,158.93572640419006,-666.9803310718708
125112,10540,160.59368085861206,-944.1358619916475
126153,10603,162.3299114704132,-1129.6137070188756
127681,10708,164.38007879257202,-1440.8440804775353
129174,10802,166.51291823387146,-1027.408575443965
130879,10917,168.95165634155273,-405.53758727963583
132073,10995,170.55178499221802,-1131.270803182178
133474,11083,172.45721340179443,-833.104045828675
134336,11131,173.9125576019287,-1424.898865124669
135588,11213,175.749596118927,-644.0284030702564
137547,11346,178.4987461566925,-731.1895421291232
139062,11435,180.58614802360535,-1512.967928211124
140832,11539,183.04808449745178,-880.0853020613355
142945,11679,185.90422296524048,-1257.1828196858607
144705,11785,188.49560546875,-587.2071357015359
146060,11875,190.3214840888977,-608.4184545202768
147388,11952,192.2522120475769,-908.0943891640687
149220,12071,194.76120781898499,-623.2346878583837
151675,12215,198.22022938728333,-1228.1512879581928
153295,12303,200.75385737419128,-843.9423999601653
154376,12350,202.91522908210754,-797.2977256309455
156598,12488,206.120201587677,-704.2037605013884
158124,12566,208.86716508865356,-592.9985982458264
160152,12673,211.84175372123718,-593.4106660726814
162747,12836,215.38765001296997,-354.2477732163694
164841,12965,218.29147815704346,-490.41054618751184
166706,13063,221.31401824951172,-471.9356089818786
169097,13178,225.41009092330933,-483.42027417337704
171588,13320,229.29026103019714,-393.8538719943243
173480,13405,232.83351254463196,-368.0270572371132
176360,13556,237.7811095714569,-423.64221577898195
179428,13720,242.62149119377136,-369.45625515677494
181663,13825,246.81234335899353,-348.4368490153641
184711,13990,251.35665845870972,-572.8556603735994
186549,14082,254.38865613937378,-377.2445875708113
188567,14147,258.9194223880768,-396.8209721836126
191163,14251,264.2212014198303,-252.89081563866247
194123,14380,269.8389422893524,-263.9310666273858
196496,14465,275.347859621048,-311.766971785543
198996,14569,280.24629187583923,-208.44012373659285
201256,14652,285.4638183116913,-200.9016039104251
203621,14742,291.02468705177307,-140.08512280590747
206489,14872,296.4192636013031,-278.3194220562105
208707,14943,302.00338220596313,-150.4886918000478
211096,15019,307.3991913795471,-206.13530686308155
213549,15130,312.0745847225189,-153.1034345035339
215764,15199,317.42445063591003,-234.78891251191982
217334,15236,321.74524092674255,-165.60829447338
219174,15295,325.7538092136383,-222.38249290354997
220737,15336,330.17100381851196,-248.03038757757832
221927,15359,333.70775032043457,-182.1739456966944
223934,15411,338.75810861587524,-199.58424361012757
225738,15455,343.50575590133667,-218.79027650645904
227566,15497,348.7971477508545,-174.88142436949354
229875,15564,354.21252727508545,-216.3203466987317
231899,15606,359.51168990135193,-116.00308555323129
234387,15687,365.36104583740234,-92.29767172352949
236992,15777,370.738431930542,-187.40687066423047
238728,15809,375.7050325870514,-188.30156495634475
241020,15859,381.7552077770233,-84.56885707195799
243947,15936,388.9560945034027,-103.28986783044725
246961,16006,396.7849199771881,-82.81404522166449
249748,16079,403.49389839172363,-103.15555144004823
252516,16146,410.0526547431946,-77.9809680923924
255205,16199,417.3292143344879,-102.24575935475326
258006,16256,424.8477704524994,-105.9481381553206
260910,16311,433.19739985466003,-86.79288784568189
263445,16377,439.229807138443,-86.07624291728423
266764,16456,447.2254903316498,-63.267302728496155
269703,16523,454.23819494247437,-78.66752148062618
272762,16597,461.79210662841797,-93.50669517292454
275513,16649,469.29820919036865,-72.9380819772331
278037,16713,475.20980858802795,-89.32927845643215
280886,16780,481.82725167274475,-96.81456343717323
283547,16830,489.1819734573364,-76.04973690090927
286006,16875,496.1179735660553,-106.6642031895437
289084,16952,503.54088521003723,-108.87974642560872
292114,17014,511.42904591560364,-90.49281985089955
294829,17071,518.2162311077118,-103.64351721755834
