time,iterations,episodes,training reward,validation reward,validation reward std,validation reward min,validation reward max,loss policy,loss critic,sigma
1.5419890880584717,1,4,,0.031824447214603424,0.0697486782268363,0.0,0.22290688753128052,-10.678309440612793,0.0037346382159739733,0.5
1.8196218013763428,2,7,,,,,,1.6259899139404297,0.0001488644484197721,0.5
2.0629866123199463,3,10,,,,,,2.6241114139556885,0.00030997066642157733,0.5
2.285404920578003,4,14,,,,,,4.2891106605529785,0.0006770857144147158,0.5
2.513793706893921,5,17,,,,,,4.1923828125,0.00032216630643233657,0.4999999701976776
2.737196445465088,6,21,,,,,,13.89155101776123,0.008250275626778603,0.4999999701976776
2.861862897872925,7,25,,,,,,2.269629716873169,0.00047502326196990907,0.4999999701976776
3.0932438373565674,8,26,,,,,,-3.032651901245117,0.00028783775633201003,0.4999999403953552
3.3161542415618896,9,30,,,,,,3.1553077697753906,0.00027079685241915286,0.4999999403953552
3.4478020668029785,10,34,,,,,,-1.4492404460906982,0.00011359175550751388,0.49999991059303284
3.6836392879486084,11,37,,,,,,-9.328818321228027,0.0008144920575432479,0.49999988079071045
3.920006513595581,12,40,,,,,,-3.6577835083007812,0.00017075544747058302,0.49999988079071045
4.0346996784210205,13,44,,,,,,-4.869029521942139,0.0011872081086039543,0.49999985098838806
4.266093015670776,14,47,,,,,,-3.825589179992676,0.00034355768002569675,0.4999998211860657
4.401238679885864,15,51,,,,,,-3.949629545211792,0.0004941141814924777,0.4999997913837433
4.659055709838867,16,52,,,,,,-2.321514129638672,9.975014108931646e-05,0.4999997615814209
4.7936952114105225,17,56,,,,,,0.4010273814201355,0.0010879971086978912,0.4999997317790985
4.88545036315918,18,60,,,,,,3.1171348094940186,0.0005321159842424095,0.49999967217445374
5.116830587387085,19,62,,,,,,-2.176337242126465,0.00024741500965319574,0.49999964237213135
5.350206613540649,20,65,,,,,,1.973670482635498,0.0004021065542474389,0.49999961256980896
5.594552755355835,21,68,,,,,,8.726858139038086,0.00254472135566175,0.4999995529651642
5.837411403656006,22,71,,,,,,3.5716118812561035,0.0007619180250912905,0.4999995231628418
6.084258317947388,23,74,,,,,,1.39433753490448,9.012029477162287e-05,0.499999463558197
6.259297132492065,24,78,,,,,,3.4369850158691406,0.0002572523953858763,0.49999943375587463
6.492079973220825,25,80,,,,,,-0.39913660287857056,0.00018555085989646614,0.49999937415122986
6.742410659790039,26,83,,,,,,7.999806880950928,0.0013695340603590012,0.4999993145465851
6.985724925994873,27,87,,,,,,3.663987159729004,0.00025955672026611865,0.4999992549419403
7.2337305545806885,28,90,,,,,,1.71078622341156,0.00023622157459612936,0.49999919533729553
7.476094961166382,29,93,,,,,,-3.1146039962768555,0.0002244312927359715,0.49999913573265076
7.66659951210022,30,97,,,,,,-1.6346434354782104,9.895073162624612e-05,0.499999076128006
7.902967214584351,31,100,,,,,,-3.5052742958068848,0.00010670299525372684,0.4999990165233612
8.147313356399536,32,103,,,,,,0.713464081287384,0.0015787322772666812,0.49999895691871643
8.395156145095825,33,104,,,,,,0.6793131232261658,0.00017182207375299186,0.49999886751174927
8.643491744995117,34,107,,,,,,-6.494840145111084,0.0008667958900332451,0.4999988079071045
8.888723134994507,35,111,,,,,,0.4767093360424042,0.002739650895819068,0.49999871850013733
8.980477809906006,36,115,,,,,,-1.5929375886917114,0.00019875014550052583,0.49999865889549255
9.221832275390625,37,118,,,,,,-3.1605706214904785,0.0001970279117813334,0.4999985694885254
9.463200569152832,38,121,,,,,,6.075901508331299,0.004239284433424473,0.4999985098838806
9.61629843711853,39,125,,,,,,-3.271293878555298,0.0006647767731919885,0.49999842047691345
9.862638711929321,40,128,,,,,,-1.3176358938217163,6.209746061358601e-05,0.4999983310699463
10.100003719329834,41,131,,,,,,-3.1690256595611572,0.00016438575403299183,0.4999982416629791
10.347342729568481,42,135,,,,,,-0.6343696117401123,8.364530367543921e-05,0.49999815225601196
10.59866976737976,43,137,,,,,,2.0793821811676025,0.0006212284788489342,0.4999980628490448
10.660504579544067,44,141,,,,,,-0.031050225719809532,1.652900937187951e-05,0.49999797344207764
10.907009601593018,45,144,,,,,,1.1848366260528564,0.0001659324043430388,0.4999978840351105
10.990785598754883,46,148,,,,,,6.019561767578125,0.00433026347309351,0.4999977648258209
11.234688520431519,47,151,,,,,,1.7631666660308838,0.0001586844737175852,0.49999767541885376
11.482026815414429,48,154,,,,,,-5.142663478851318,0.0013427961384877563,0.4999975860118866
11.72687840461731,49,157,,,,,,-1.3280380964279175,0.00026011833688244224,0.49999746680259705
11.93134593963623,50,161,,,,,,1.2501907348632812,0.0002085146406898275,0.4999973773956299
12.17021369934082,51,164,,,,,,0.3103015720844269,6.37549819657579e-05,0.49999725818634033
12.41256594657898,52,167,,,,,,0.18198123574256897,0.0008495997171849012,0.4999971389770508
12.657909393310547,53,169,,,,,,1.3864816427230835,0.00013787660282105207,0.4999970495700836
12.910691499710083,54,172,,,,,,2.533278226852417,0.0001192707713926211,0.49999693036079407
13.150070428848267,55,174,,,,,,-4.092866897583008,0.0001833512942539528,0.4999968111515045
