Updates,Episodes,Time,Reward
0,0,4.76837158203125e-07,-137.58666846510724
414,39,0.4940526485443115,-113.39506106702026
831,81,0.889859676361084,-120.78491382172578
1251,126,1.3164451122283936,-127.96079603885838
1639,166,1.7053282260894775,-100.26058684162281
2060,206,2.1368391513824463,-144.1388295153371
2707,271,2.753516912460327,-733.69717358192
3434,336,3.5283877849578857,-761.6799014637559
4236,401,4.316819190979004,-248.25154642578536
5049,473,5.171813249588013,-614.3927345825921
5858,540,6.028742551803589,-997.1630666187546
6764,624,6.9595537185668945,-952.0642466902497
7613,712,7.839369535446167,-923.5908061764974
8507,791,8.722607135772705,-530.1567722967421
8961,832,9.204145193099976,-831.6240513794592
9800,920,10.003835439682007,-863.652439329869
10770,1002,10.988275289535522,-240.87526031428806
11377,1052,11.636455059051514,-719.9063602410715
12255,1115,12.60958981513977,-806.3106594951707
13071,1181,13.49746036529541,-1003.3463239905595
14067,1265,14.548006772994995,-918.3081064532804
15013,1344,15.61810851097107,-723.4944881305048
15731,1411,16.369818687438965,-752.919600454308
16527,1476,17.195667028427124,-550.794843487397
17172,1527,17.875861406326294,-625.598443539795
17943,1602,18.6376314163208,-502.14083815727736
18921,1685,19.601287364959717,-930.2044605537421
19908,1772,20.619446992874146,-825.6225880649821
20783,1849,21.478010892868042,-597.5968843493918
21567,1917,22.259986400604248,-576.2273144063713
22109,1966,22.792625427246094,-968.1502534084087
22973,2033,23.700892210006714,-780.375750066401
23723,2096,24.50679039955139,-1074.6816549192904
24763,2188,25.54430603981018,-125.71891181700887
25169,2224,25.958698272705078,-668.3595893165168
25797,2274,26.656352281570435,-176.65725431567358
28105,2484,29.067185401916504,-213.35589277413064
28571,2533,29.553011894226074,-561.8498261657262
29069,2579,30.08818221092224,-473.36540021104383
29630,2628,30.675904989242554,-765.3209027250036
30393,2690,31.446820735931396,-773.0800925398963
31276,2763,32.43704342842102,-966.4968057665297
32240,2846,33.41247200965881,-73.5121079839433
32971,2909,34.19184112548828,-869.6142621425895
33755,2976,35.21119713783264,-1061.574162376358
34576,3049,36.149816036224365,-640.1972218676557
35150,3103,36.73799800872803,-183.52420680274162
36379,3205,37.97972393035889,-1432.384571649343
37526,3305,39.22951531410217,-1318.140359977071
38690,3400,40.469655990600586,-993.1564522179775
39570,3479,41.49535346031189,-611.6286517314819
40163,3525,42.170048236846924,-1779.791279180352
41631,3643,43.69877076148987,-1230.5961357807269
42790,3735,44.94509696960449,-1014.9178803997895
43977,3837,46.22915816307068,-1225.0148587243223
45944,4000,48.30728793144226,-1432.0869949259973
47437,4126,49.78422403335571,-975.204168456162
48443,4206,50.80201601982117,-854.275479757904
49416,4293,51.820966720581055,-545.4228975474226
50973,4419,53.43927717208862,-1856.3975039616755
52586,4540,55.12027597427368,-1147.146678565285
54720,4709,57.35590386390686,-434.0852126012575
55581,4773,58.27903962135315,-670.682601639292
57139,4895,59.91081237792969,-2314.7539428876835
58486,5002,61.346861362457275,-1234.7689065538268
59761,5103,62.67934846878052,-334.8420587718885
60644,5176,63.64368653297424,-878.5449252911214
