,iteration,reward
0,1.0,0.7512199997901916
1,101.0,0.6820911943912507
2,201.0,0.7894255101680756
3,301.0,0.7763762712478638
4,401.0,0.694146853685379
5,501.0,0.6350546002388
6,601.0,0.7877455711364746
7,701.0,0.8114061832427979
8,801.0,0.7924309015274048
9,901.0,0.8228118717670441
10,1001.0,0.78218874335289
11,1101.0,0.81389200091362
12,1201.0,0.791875159740448
13,1301.0,0.8176098227500915
14,1401.0,0.7637339800596237
15,1501.0,0.8173539459705352
16,1601.0,0.8102650642395021
17,1701.0,0.8166911303997041
18,1801.0,0.7565516650676727
19,1901.0,0.8295835196971894
20,2001.0,0.8259824395179749
21,2101.0,0.7642328023910523
22,2201.0,0.8290817975997925
23,2301.0,0.7969350457191468
24,2401.0,0.7741909742355346
25,2501.0,0.8211758553981781
26,2601.0,0.7431070178747177
27,2701.0,0.773846709728241
28,2801.0,0.8407234847545624
29,2901.0,0.7783224940299988
30,3001.0,0.8038608729839325
31,3101.0,0.8230039954185486
32,3201.0,0.8171581506729126
33,3301.0,0.8280322670936584
34,3401.0,0.7873359084129333
35,3501.0,0.8098819971084594
36,3601.0,0.8038391768932343
37,3701.0,0.7729154050350189
38,3801.0,0.7773543179035187
39,3901.0,0.7516637325286866
40,4001.0,0.7501969873905182
41,4101.0,0.8047492742538452
42,4201.0,0.8001983433961868
43,4301.0,0.7947052359580994
44,4401.0,0.8039523541927338
45,4501.0,0.7978030502796173
46,4601.0,0.8050135374069214
47,4701.0,0.8207535684108734
48,4801.0,0.811322957277298
49,4901.0,0.8043705999851227
50,5001.0,0.7821477890014649
51,5101.0,0.7342005431652069
52,5201.0,0.7986873209476469
53,5301.0,0.7863737285137177
54,5401.0,0.8225035786628723
55,5501.0,0.6544791042804718
56,5601.0,0.8247769176959991
57,5701.0,0.7762140303850174
58,5801.0,0.8321979463100433
59,5901.0,0.7839128732681274
60,6001.0,0.8227001905441285
61,6101.0,0.8353773474693298
62,6201.0,0.8455645442008972
63,6301.0,0.816858172416687
64,6401.0,0.8213795185089111
65,6501.0,0.8295537710189821
66,6601.0,0.8346951425075531
67,6701.0,0.8537674129009247
68,6801.0,0.8293163239955902
69,6901.0,0.8264491498470307
70,7001.0,0.8295792520046235
71,7101.0,0.8318929493427276
72,7201.0,0.7242014944553375
73,7301.0,0.8545211613178253
74,7401.0,0.8292517304420471
75,7501.0,0.8130564093589783
76,7601.0,0.8402830302715302
77,7701.0,0.7693868994712829
78,7801.0,0.8444381058216095
79,7901.0,0.853281956911087
80,8001.0,0.8500548005104065
81,8101.0,0.787570732831955
82,8201.0,0.8160550892353058
83,8301.0,0.8046173334121705
84,8401.0,0.8713732719421386
85,8501.0,0.824066698551178
86,8601.0,0.814071637392044
87,8701.0,0.8523912489414215
88,8801.0,0.8577555000782013
89,8901.0,0.8240494668483734
90,9001.0,0.8551310062408447
91,9101.0,0.8478614509105682
92,9201.0,0.8173930227756501
93,9301.0,0.8307743430137634
94,9401.0,0.8389222681522369
95,9501.0,0.8337481319904327
96,9601.0,0.8291813731193542
97,9701.0,0.8443086385726929
98,9801.0,0.8393350064754486
99,9901.0,0.8483642995357513
100,10001.0,0.8343696594238281
