time,iterations,episodes,training reward,validation reward,validation reward std,validation reward min,validation reward max,loss policy,loss critic,sigma
2.665159225463867,1,2,,0.8861529409885407,0.02271449294483253,0.8599357604980469,0.9390081167221069,7.324272155761719,0.0025674612261354923,0.10000000149011612
2.8991987705230713,2,3,,,,,,15.30678653717041,0.0012416777899488807,0.10000000149011612
3.1276051998138428,3,6,,,,,,9.951539039611816,0.000946545391343534,0.10000000149011612
3.3480308055877686,4,7,,,,,,13.294394493103027,0.0007883888902142644,0.10000000149011612
3.5809144973754883,5,10,,,,,,4.6787238121032715,0.0005893439520150423,0.10000000149011612
3.8043317794799805,6,11,,,,,,-3.4067249298095703,0.00022306670143734664,0.10000000149011612
4.029237985610962,7,12,,,,,,-2.7022838592529297,0.00019954923482146114,0.10000000149011612
4.128971576690674,8,16,,,,,,-10.825348854064941,0.0030741486698389053,0.10000000149011612
4.356362342834473,9,17,,,,,,-5.209893703460693,0.0007382581243291497,0.10000000149011612
4.568793773651123,10,19,,,,,,0.8097760677337646,0.0004745925252791494,0.10000000149011612
4.807156324386597,11,21,,,,,,-1.7097394466400146,0.0009224290843121707,0.10000000149011612
5.03542160987854,12,21,,,,,,-9.4646577835083,0.0008227372891269624,0.10000000149011612
5.2588417530059814,13,23,,,,,,-2.0596797466278076,0.00017222399765159935,0.10000000149011612
5.487231254577637,14,26,,,,,,-2.4205753803253174,0.00011689732491504401,0.10000000149011612
5.705646514892578,15,28,,,,,,-14.3245267868042,0.001235391478985548,0.10000000149011612
5.944024562835693,16,31,,,,,,2.657843828201294,0.0006092305993661284,0.10000000149011612
6.165937900543213,17,33,,,,,,5.887578964233398,0.0002468300226610154,0.10000000149011612
6.406294822692871,18,36,,,,,,2.0721747875213623,0.0010281848954036832,0.10000000149011612
6.627702951431274,19,37,,,,,,-3.5586161613464355,0.00044903348316438496,0.10000000149011612
6.856091499328613,20,39,,,,,,2.5263733863830566,0.0003124653303530067,0.10000000149011612
7.09046483039856,21,41,,,,,,2.0134732723236084,0.00023039124789647758,0.10000000149011612
7.3206164836883545,22,43,,,,,,0.4710264205932617,0.001014595152810216,0.10000000149011612
7.545174837112427,23,45,,,,,,0.14021429419517517,0.00034074540599249303,0.10000000149011612
7.766582727432251,24,47,,,,,,-8.212342262268066,0.0008509762119501829,0.10000000149011612
8.003961563110352,25,49,,,,,,4.074416637420654,0.000496316235512495,0.10000000149011612
8.232365131378174,26,50,,,,,,-2.416436195373535,0.0007456089952029288,0.10000000149011612
8.45377254486084,27,51,,,,,,0.32944542169570923,0.00041373056592419744,0.10000000149011612
8.693132877349854,28,54,,,,,,7.1664934158325195,0.001283574616536498,0.10000000149011612
8.92402172088623,29,55,,,,,,2.5982251167297363,0.0005793331656605005,0.10000000149011612
9.163380861282349,30,58,,,,,,1.8076120615005493,0.0011605613399297,0.10000000149011612
9.3851478099823,31,58,,,,,,-3.843233346939087,0.0001805726788006723,0.10000000149011612
9.608551025390625,32,61,,,,,,4.031050682067871,0.0004025489615742117,0.10000000149011612
9.834944725036621,33,62,,,,,,3.9225540161132812,0.00012608678662218153,0.10000000149011612
10.076162099838257,34,65,,,,,,2.5739943981170654,0.0002769871789496392,0.10000000149011612
10.30705213546753,35,66,,,,,,-2.8963050842285156,0.0005487116286531091,0.10000000149011612
10.531451940536499,36,68,,,,,,7.852005958557129,0.0006640825304202735,0.10000000149011612
10.767819881439209,37,71,,,,,,5.065849304199219,0.0006746199796907604,0.10000000149011612
10.99720573425293,38,72,,,,,,6.591343402862549,0.0005702769849449396,0.10000000149011612
11.229609251022339,39,75,,,,,,-3.561838388442993,0.0004456973692867905,0.10000000149011612
11.461519002914429,40,76,,,,,,1.8544983863830566,0.00031171980663202703,0.10000000149011612
11.685919284820557,41,76,,,,,,4.347014904022217,0.0002454204950481653,0.10000000149011612
11.91631531715393,42,80,,,,,,-4.23381233215332,0.0006920514279045165,0.10000000149011612
12.150688886642456,43,80,,,,,,-4.674687385559082,0.0003952057450078428,0.10000000149011612
12.384064674377441,44,81,,,,,,-0.2146739661693573,4.918307968182489e-05,0.10000000149011612
12.567573308944702,45,85,,,,,,-10.476180076599121,0.001879085903055966,0.10000000149011612
12.790484428405762,46,88,,,,,,1.5750172138214111,0.0007745321490801871,0.10000000149011612
13.015928030014038,47,88,,,,,,0.996548056602478,0.00016794053954072297,0.10000000149011612
13.20731782913208,48,92,,,,,,-2.155432939529419,0.0001718264538794756,0.10000000149011612
13.444047927856445,49,93,,,,,,0.925441563129425,0.0007624903228133917,0.10000000149011612
13.667449951171875,50,93,,,,,,-2.94537353515625,0.0002996633411385119,0.10000000149011612
13.898831367492676,51,96,,,,,,-3.40791392326355,0.0003986730007454753,0.10000000149011612
14.123244047164917,52,98,,,,,,2.7105116844177246,0.0002515259839128703,0.10000000149011612
14.357125282287598,53,101,,,,,,4.042888164520264,0.0002524641458876431,0.10000000149011612
14.58850622177124,54,104,,,,,,-5.2837042808532715,0.0019971488509327173,0.10000000149011612
14.823876857757568,55,105,,,,,,8.266097068786621,0.0005046562291681767,0.10000000149011612
15.053262710571289,56,107,,,,,,-2.5423810482025146,0.0008052909979596734,0.10000000149011612
15.284688711166382,57,109,,,,,,8.696137428283691,0.0007917659822851419,0.10000000149011612
15.510085821151733,58,110,,,,,,-2.1702678203582764,0.00022125555551610887,0.10000000149011612
15.752438068389893,59,112,,,,,,2.8533153533935547,0.00022808600624557585,0.10000000149011612
15.993703365325928,60,115,,,,,,2.3963539600372314,0.00017649939400143921,0.10000000149011612
16.223103761672974,61,115,,,,,,-5.327139854431152,0.00018227974942419678,0.10000000149011612
16.44900608062744,62,117,,,,,,-1.0300289392471313,0.0003229572030249983,0.10000000149011612
16.641491174697876,63,121,,,,,,-3.8558473587036133,0.00034634885378181934,0.10000000149011612
16.87386989593506,64,123,,,,,,-3.582104444503784,0.0005394980544224381,0.10000000149011612
17.113229036331177,65,125,,,,,,-0.056118860840797424,0.0003291287284810096,0.10000000149011612
17.34660506248474,66,126,,,,,,-6.244889259338379,0.0011084666475653648,0.10000000149011612
17.57599139213562,67,129,,,,,,3.517141103744507,0.0003060540184378624,0.10000000149011612
17.812358617782593,68,130,,,,,,-3.214784860610962,0.00019131877343170345,0.10000000149011612
18.051275491714478,69,132,,,,,,-2.3765432834625244,0.0010903961956501007,0.10000000149011612
18.29375433921814,70,133,,,,,,-2.634483814239502,0.00016014806169550866,0.10000000149011612
18.51417827606201,71,135,,,,,,0.645880937576294,0.00017478218069300056,0.10000000149011612
18.75304627418518,72,137,,,,,,-2.718271255493164,0.00038341659819707274,0.10000000149011612
