,iteration,reward
0,1.0,0.7721684992313385
1,101.0,0.5106154412031174
2,201.0,0.7569759130477905
3,301.0,0.5531794458627701
4,401.0,0.6533661484718323
5,501.0,0.6429656416177749
6,601.0,0.5300288051366806
7,701.0,0.6695763736963272
8,801.0,0.6580900073051452
9,901.0,0.7615102708339692
10,1001.0,0.6321319341659546
11,1101.0,0.6761075347661972
12,1201.0,0.4451876729726792
13,1301.0,0.708955031633377
14,1401.0,0.6692785501480103
15,1501.0,0.7631941854953765
16,1601.0,0.5910203307867049
17,1701.0,0.7434414505958558
18,1801.0,0.39537659287452703
19,1901.0,0.7971041619777679
20,2001.0,0.7188856929540635
21,2101.0,0.6178454399108887
22,2201.0,0.6776088207960129
23,2301.0,0.6804484099149704
24,2401.0,0.5701279535889625
25,2501.0,0.6880976736545563
26,2601.0,0.6305978298187256
27,2701.0,0.672532057762146
28,2801.0,0.5501358225941658
29,2901.0,0.6479724943637848
30,3001.0,0.7199523389339447
31,3101.0,0.7206020712852478
32,3201.0,0.7177998602390291
33,3301.0,0.6351895719766617
34,3401.0,0.6858560681343079
35,3501.0,0.7040431439876557
36,3601.0,0.7354753732681274
37,3701.0,0.7040834277868271
38,3801.0,0.6056880533695221
39,3901.0,0.7606352508068085
40,4001.0,0.7409802317619324
41,4101.0,0.8328527808189392
42,4201.0,0.6873179942369461
43,4301.0,0.7651980102062226
44,4401.0,0.6727320790290833
45,4501.0,0.7397028267383575
46,4601.0,0.7208288609981537
47,4701.0,0.7684668302536011
48,4801.0,0.7491881549358368
49,4901.0,0.710518217086792
50,5001.0,0.7774626076221466
51,5101.0,0.7108579158782959
52,5201.0,0.7647623896598816
53,5301.0,0.703555166721344
54,5401.0,0.7698677003383636
55,5501.0,0.7618249833583832
56,5601.0,0.7101081192493439
57,5701.0,0.7594622671604156
58,5801.0,0.7472349345684052
59,5901.0,0.6931985169649124
60,6001.0,0.7523742258548737
61,6101.0,0.760909640789032
62,6201.0,0.7953950643539429
63,6301.0,0.8333068549633026
64,6401.0,0.7535066783428193
65,6501.0,0.7273210257291793
66,6601.0,0.7874377965927124
67,6701.0,0.752538800239563
68,6801.0,0.6700392901897431
69,6901.0,0.7937456965446472
70,7001.0,0.7387709796428681
71,7101.0,0.7462989211082458
72,7201.0,0.7700976669788361
73,7301.0,0.7781116902828217
74,7401.0,0.8019271969795227
75,7501.0,0.7973894834518432
76,7601.0,0.7175626993179322
77,7701.0,0.7865063369274139
78,7801.0,0.756488037109375
79,7901.0,0.7661486148834229
80,8001.0,0.791556841135025
81,8101.0,0.7698352038860321
82,8201.0,0.7857000052928924
83,8301.0,0.8028168439865112
84,8401.0,0.8194460988044738
85,8501.0,0.7853777289390564
86,8601.0,0.7799199938774108
87,8701.0,0.7930726766586303
88,8801.0,0.8166362166404724
89,8901.0,0.8022698283195495
90,9001.0,0.8141339421272278
91,9101.0,0.8271448075771332
92,9201.0,0.8445466697216034
93,9301.0,0.8267412841320038
94,9401.0,0.7859902679920197
95,9501.0,0.8301993548870087
96,9601.0,0.8430510282516479
97,9701.0,0.8160944521427155
98,9801.0,0.8125537753105163
99,9901.0,0.8131332576274872
100,10001.0,0.8241015553474427
