step,training reward,validation reward,loss policy,loss critic,epsisode length
51,-100.20284650209942,-96.39106567343697,-915.8908081054688,0.6323505640029907,51
92,-96.28105655058607,-96.39106567343697,-75.94759368896484,0.0036827949807047844,41
164,-100.09154451313952,-96.39106567343697,-1266.5313720703125,0.48586520552635193,72
204,-96.3979244970833,-96.39106567343697,-6.462634563446045,0.003208982292562723,40
506,-60.634132069695625,-96.39106567343697,-3354.31787109375,0.013754280284047127,302
565,-100.26644297738676,-96.39106567343697,109.99273681640625,0.011297386139631271,59
733,-72.65857298857736,-96.39106567343697,-3683.888916015625,0.13532033562660217,168
831,-94.4915441812118,-96.39106567343697,-2717.68603515625,0.2865830957889557,98
861,-97.69632461198489,-96.39106567343697,120.65693664550781,0.014536265283823013,30
1036,-100.72582919154956,-96.39106567343697,-5017.33056640625,0.14821988344192505,175
1076,-96.19869426477453,-96.39106567343697,2.534285545349121,0.0013950157444924116,40
1110,-100.16000509017613,-96.39106567343697,32.2447509765625,0.0191731546074152,34
1152,-100.15715430986893,-96.39106567343697,-647.5267333984375,0.6861020922660828,42
1325,-100.67008952022661,-96.39106567343697,-3531.2548828125,0.144945427775383,173
1398,-100.32634554135257,-96.39106567343697,70.7737045288086,0.008973020128905773,73
1425,-100.14120176454162,-96.39106567343697,38.949153900146484,0.041355304419994354,27
1476,-100.18870965841052,-96.39106567343697,-666.8204345703125,0.41647905111312866,51
1688,-30.669803145625337,-96.39106567343697,428.3970642089844,0.008836819790303707,212
1730,-100.16302758158417,-96.39106567343697,63.45695114135742,0.01029636338353157,42
1799,-92.97973018631455,-96.39106567343697,144.89088439941406,0.00581447035074234,69
1839,-97.03439974960929,-96.39106567343697,-915.96044921875,0.7890664339065552,40
1870,-97.50027293234598,-96.39106567343697,-16.42738914489746,0.0013404348865151405,31
1933,-94.5791552856972,-96.39106567343697,-904.0548706054688,0.2411780059337616,63
2126,-79.07293970187766,-96.39106567343697,-3735.1376953125,0.07009104639291763,193
2186,-96.28779172214672,-96.39106567343697,-836.1578369140625,0.28910496830940247,60
2253,-100.28714027590468,-96.39106567343697,-1064.1810302734375,0.23507346212863922,67
2287,-96.99390430891071,-96.39106567343697,-29.27626609802246,0.001494157244451344,34
2339,-94.75410958693828,-96.39106567343697,15.807417869567871,0.002595864236354828,52
2468,-100.5085498129356,-96.39106567343697,-2964.552734375,0.13052555918693542,129
2634,-62.76792844522424,-75.39765732983687,21.2717342376709,0.010605532675981522,166
2767,-85.72565773660244,-75.39765732983687,-213.76739501953125,0.0044671595096588135,133
2802,-96.9233128705273,-75.39765732983687,-43.5030632019043,0.01143185980618,35
2830,-97.2681285921717,-75.39765732983687,2.891141414642334,0.0017368978587910533,28
2888,-98.56126349617261,-75.39765732983687,33.77467346191406,0.008564777672290802,58
2979,-100.30265457000223,-75.39765732983687,-935.0034790039062,0.14216575026512146,91
3260,-101.0340328862585,-75.39765732983687,-6554.15380859375,0.05979783833026886,281
3293,-100.16437482874608,-75.39765732983687,50.2283935546875,0.015845712274312973,33
3447,-78.9424381629567,-75.39765732983687,-1620.2618408203125,0.053283821791410446,154
3508,-95.91370062377973,-75.39765732983687,-858.9649658203125,0.20765261352062225,61
3653,-99.6700060019466,-75.39765732983687,228.80374145507812,0.0043274518102407455,145
3692,-100.17081943947414,-75.39765732983687,64.4621353149414,0.01799597591161728,39
3765,-100.34736806163073,-75.39765732983687,-10.656538963317871,0.009121102280914783,73
3834,-100.27364968842448,-75.39765732983687,-883.3413696289062,0.1832200437784195,69
