step,training reward,validation reward,loss policy,loss critic,epsisode length
31,-100.10806246225548,16.393915974651733,-600.6548461914062,3.09738826751709,31
223,-81.81638807493073,16.393915974651733,-11056.79296875,0.582390308380127,192
248,-100.08990626416926,16.393915974651733,-502.4951171875,3.237426280975342,25
734,-41.06465897344515,16.393915974651733,-19309.44140625,0.1730554699897766,486
769,-97.34181575739058,16.393915974651733,-813.9876708984375,2.0450122356414795,35
791,-100.0645898504481,16.393915974651733,-202.41627502441406,2.921311378479004,22
821,-100.11182585078768,16.393915974651733,-660.0520629882812,2.7600831985473633,30
932,-100.44605709443931,16.393915974651733,-5862.03125,1.1467894315719604,111
1007,-100.29873474588385,16.393915974651733,-3216.37060546875,1.4337774515151978,75
1287,-76.64824938464517,16.393915974651733,-12957.4716796875,0.24296775460243225,280
1787,71.95242821780084,16.393915974651733,8101.3740234375,0.01473083533346653,500
1923,-91.21337198648689,16.393915974651733,-4414.962890625,0.28642794489860535,136
1945,-100.0672329140616,16.393915974651733,-263.961181640625,2.3421409130096436,22
1984,-97.3287725676928,16.393915974651733,-648.3573608398438,1.17974054813385,39
2028,-96.97047071391353,16.393915974651733,-801.044677734375,0.9336973428726196,44
2408,15.63492924168986,16.393915974651733,-14585.880859375,0.24455201625823975,380
2447,-100.22490909678163,16.393915974651733,-643.4047241210938,0.8581501245498657,39
2480,-100.14326740563047,16.393915974651733,-986.6764526367188,1.8823803663253784,33
2980,11.87004342059754,16.393915974651733,22601.333984375,0.057005468755960464,500
3263,-74.12018472387354,16.393915974651733,-15344.1484375,0.3203718960285187,283
3305,-97.87549471837701,16.393915974651733,-577.7601928710938,0.7416018843650818,42
3427,-87.19048501532234,16.393915974651733,-3879.06201171875,0.5801997184753418,122
3503,-100.3062615488343,16.393915974651733,-2512.9423828125,1.231488823890686,76
3539,-100.15857552113266,16.393915974651733,-485.166259765625,0.8780931830406189,36
4026,-21.70945564086037,16.393915974651733,-21091.5859375,0.2712600827217102,487
4073,-96.86524939591072,16.393915974651733,-762.1342163085938,0.6747897863388062,47
4126,-95.46579665719037,16.393915974651733,-1389.6693115234375,0.8403260111808777,53
4184,-95.45373848189774,16.393915974651733,-865.648193359375,0.6331430673599243,58
4213,-97.65900599141969,16.393915974651733,-348.2647399902344,1.2262364625930786,29
4250,-97.31221077576629,16.393915974651733,-762.9055786132812,0.9267992973327637,37
4750,18.174756628040086,16.393915974651733,27172.470703125,0.08081533014774323,500
4791,-99.71212204309268,16.393915974651733,-700.14794921875,0.677342414855957,41
4825,-96.60907508991659,16.393915974651733,-599.1620483398438,0.7283387184143066,34
4856,-100.05864443584869,16.393915974651733,-423.44354248046875,1.2725696563720703,31
5356,45.341234361721035,-98.32023940978702,21275.52734375,0.059904374182224274,500
5389,-98.5563118285645,-98.32023940978702,-413.87542724609375,0.782202422618866,33
5454,-95.39199664196713,-98.32023940978702,-1107.4239501953125,0.38234689831733704,65
5900,-86.87447294771118,-98.32023940978702,-27309.1796875,0.21411433815956116,446
6136,-88.27139110986536,-98.32023940978702,-9298.001953125,0.22494609653949738,236
6164,-97.72556963059469,-98.32023940978702,-284.64373779296875,0.6891022324562073,28
6506,-87.75503270168701,-98.32023940978702,-6851.29443359375,0.14112848043441772,342
6992,-88.83659434162291,-98.32023940978702,-14034.45703125,0.13329803943634033,486
7110,-90.11875356094606,-98.32023940978702,-2579.337890625,0.3056115508079529,118
7140,-100.11378992785467,-98.32023940978702,-561.3314208984375,1.1231776475906372,30
7215,-100.3117872457151,-98.32023940978702,-804.9535522460938,0.1803244650363922,75
7537,-82.66149837171906,-98.32023940978702,-13468.583984375,0.23134443163871765,322
8037,16.23223007096385,-98.32023940978702,-19787.642578125,0.03307158872485161,500
8537,1.0788513259349202,-98.32023940978702,16630.71484375,0.031959328800439835,500
8576,-99.84324969994486,-98.32023940978702,-422.0079650878906,0.518720269203186,39
8644,-100.05611890456021,-98.32023940978702,-1728.324951171875,0.8455472588539124,68
8802,-100.54485527876386,-98.32023940978702,-7907.09033203125,0.5244441032409668,158
8833,-100.08527239732939,-98.32023940978702,-329.53643798828125,0.7730944752693176,31
8863,-100.13219237781595,-98.32023940978702,-568.170654296875,1.093150019645691,30
9363,46.313744011139875,-98.32023940978702,27661.9921875,0.08285415172576904,500
9399,-97.74553622920939,-98.32023940978702,-544.6104125976562,0.5697273015975952,36
9456,-96.9299255045189,-98.32023940978702,-784.9495849609375,0.3708798587322235,57
9504,-98.07393643752357,-98.32023940978702,-807.11083984375,0.6941446661949158,48
10004,38.9223278963309,-97.06054083733716,28438.181640625,0.08957954496145248,500
10037,-97.6393217772711,-97.06054083733716,-432.405517578125,0.550365686416626,33
10082,-100.11788336682366,-97.06054083733716,-434.3815612792969,0.9250404238700867,45
10115,-100.16000942577375,-97.06054083733716,-254.25929260253906,0.41101327538490295,33
10615,-1.716668701726121,-97.06054083733716,16459.203125,0.04194025322794914,500
10744,-81.69315436683974,-97.06054083733716,-4253.40625,0.39664822816848755,129
10778,-97.53146892711811,-97.06054083733716,-438.37750244140625,0.45775529742240906,34
10991,-52.019190024235286,-97.06054083733716,-6597.09716796875,0.2633441090583801,213
11023,-100.14012608668418,-97.06054083733716,-441.84423828125,0.7024258971214294,32
11062,-96.6768971233978,-97.06054083733716,-430.2371520996094,0.366186261177063,39
11492,-50.71104616534467,-97.06054083733716,-16857.54296875,0.14954929053783417,430
11992,-2.020834299954913,-97.06054083733716,18244.283203125,0.04590710997581482,500
12100,-100.44337888101654,-97.06054083733716,-4241.12060546875,0.5866480469703674,108
12141,-96.89390327152796,-97.06054083733716,-526.04541015625,0.33535125851631165,41
12198,-96.93768387104501,-97.06054083733716,-668.519775390625,0.23742710053920746,57
12245,-99.85019194357665,-97.06054083733716,-627.3110961914062,0.2817882299423218,47
12745,66.33818693388366,-97.06054083733716,18685.87109375,0.03775370493531227,500
13021,-79.60913717119956,-97.06054083733716,-8621.70703125,0.16587603092193604,276
13061,-99.2515683360798,-97.06054083733716,-343.11834716796875,0.5120665431022644,40
13091,-97.10519494721666,-97.06054083733716,-188.67527770996094,0.32348620891571045,30
13123,-97.9070798458124,-97.06054083733716,-231.38296508789062,0.29768985509872437,32
13199,-100.2740497450286,-97.06054083733716,-1633.56103515625,0.5105134844779968,76
13699,32.06617599542915,-97.06054083733716,39300.51953125,0.1795213222503662,500
14067,-77.90135650052162,-97.06054083733716,-11174.744140625,0.17562904953956604,368
14162,-100.3330131012126,-97.06054083733716,-2853.086181640625,0.5781012177467346,95
14205,-96.55619608168672,-97.06054083733716,-418.9117126464844,0.2579491138458252,43
14284,-96.1984800248465,-97.06054083733716,-1113.1939697265625,0.12763726711273193,79
14784,3.41492911349269,-97.06054083733716,15080.748046875,0.028552372008562088,500
14811,-97.790809173659,-97.06054083733716,-126.73149108886719,0.14602001011371613,27
14849,-100.12643680527981,-97.06054083733716,-324.1359558105469,0.5197685956954956,38
14903,-94.39202390858554,-97.06054083733716,-674.4365844726562,0.2242211401462555,54
14937,-100.16789635043824,-97.06054083733716,-196.85556030273438,0.20761996507644653,34
15234,-18.407505449969904,-98.78197863551577,-9371.009765625,0.1660156100988388,297
15280,-100.15323088612604,-98.78197863551577,-562.1343994140625,0.4483053386211395,46
15780,-1.4311346115382548,-98.78197863551577,23638.251953125,0.05619782954454422,500
16010,-75.31397657079651,-98.78197863551577,-7468.9736328125,0.14882735908031464,230
16044,-97.63574828960554,-98.78197863551577,-161.16543579101562,0.15272772312164307,34
16091,-100.23466562658723,-98.78197863551577,-442.9743347167969,0.14432623982429504,47
16137,-95.61770842054102,-98.78197863551577,-435.7238464355469,0.2737402617931366,46
16184,-100.2656658909691,-98.78197863551577,-428.6842956542969,0.12579181790351868,47
16684,9.898282125447077,-98.78197863551577,45182.40625,0.17809468507766724,500
16742,-95.58449099054269,-98.78197863551577,-819.051025390625,0.166487455368042,58
16784,-97.32884984108387,-98.78197863551577,-486.2096252441406,0.29419583082199097,42
16818,-100.13037016843737,-98.78197863551577,-265.5554504394531,0.32476699352264404,34
16861,-100.06454484003189,-98.78197863551577,-486.71551513671875,0.3111094832420349,43
16915,-96.36955602931994,-98.78197863551577,-620.96923828125,0.3017483353614807,54
16944,-100.11835975106806,-98.78197863551577,-235.72166442871094,0.22131626307964325,29
17376,-78.69005792468397,-98.78197863551577,-1524.00390625,0.1570282280445099,432
17876,3.414752478268383,-98.78197863551577,21496.15625,0.03875464200973511,500
17937,-96.36869576359459,-98.78197863551577,-564.5903930664062,0.12390337884426117,61
18437,2.287492586485314,-98.78197863551577,42316.8125,0.14860305190086365,500
18612,-83.27596667211947,-98.78197863551577,-4290.3505859375,0.17852699756622314,175
19001,-86.65163723577098,-98.78197863551577,-4950.0673828125,0.12584051489830017,389
19047,-96.41431169069256,-98.78197863551577,-415.88958740234375,0.15503470599651337,46
19284,-75.63932986309374,-98.78197863551577,-7281.60009765625,0.15091586112976074,237
19317,-97.71934665005392,-98.78197863551577,-97.1933364868164,0.09285803139209747,33
19397,-91.63385210623528,-98.78197863551577,-1423.4873046875,0.2350209802389145,80
19502,-86.74877919289702,-98.78197863551577,-1893.1480712890625,0.19473809003829956,105
19541,-99.96557461958582,-98.78197863551577,-206.81793212890625,0.13373368978500366,39
19764,-89.40781778823839,-98.78197863551577,-8763.2138671875,0.15565288066864014,223
20264,-1.9181467720470664,-43.96131742740604,28075.291015625,0.08722730726003647,500
