validation reward
447.6319296
460.3282465
487.2696237
492.477835
397.4248259
442.7665141
482.611507
454.1854129
470.7770698
423.94614
444.6274292
457.5063581
465.9684222
414.9470212
433.9140549
399.8083777
470.1567359
478.9091469
481.6979971
460.6922167
468.9879693
476.0021785
499.2351502
454.2720611
459.7154145
481.3030277
466.9169017
483.6509592
485.8780636
415.9167362
456.9054507
443.9764353
495.1563345
441.6876856
499.0560068
469.5277422
454.1183553
447.3545775
487.3509463
445.1909629
499.4266477
453.5567992
453.8885319
469.775363
436.1036398
479.5670631
451.3078497
447.0022158
437.1352974
471.2800025
425.8658655
494.3856044
497.9722841
443.3093713
398.2226324
405.5270065
443.6416475
486.9834113
479.7224256
497.151623
469.8392059
482.3194317
434.6017098
414.0038776
478.3467858
491.7555124
427.4795802
454.527903
478.1946749
468.9486467
456.0031088
460.483165
480.0824604
420.4379263
387.0100713
483.3551186
475.6209146
468.4902032
446.9521526
491.052397
450.166504
442.3132588
472.9067606
454.583423
453.3457003
482.7353392
472.0848886
442.2430293
444.5901335
452.7230539
487.5301576
480.1337571
480.8050538
492.7780962
464.8430972
443.7576719
425.2744773
449.8603199
486.5954095
486.4546054
490.1793776
480.170415
475.0036173
422.6656715
475.5703975
418.4310152
474.1068332
490.7227794
451.1352676
449.1032997
463.6638836
475.7292088
433.2562949
442.2488032
469.7902371
455.401339
479.3993369
471.3266489
480.9280987
436.3137498
459.2329937
449.3293188
499.4638218
410.8557132
495.5009967
447.774508
447.2377769
458.0489049
466.4276916
477.1559009
411.6261285
484.609921
441.195239
467.5470054
479.4619645
449.3102595
448.9354868
456.1131812
465.9916745
450.6965386
486.9768817
452.3843602
458.7781623
499.9501672
468.4197561
418.9477885
478.3170093
451.44018
488.1870712
483.1877549
481.4026675
480.4589171
488.5328372
445.9178431
444.9300853
496.1086475
481.5098641
462.1084321
403.0893367
446.5741412
475.1321236
473.5116965
484.3780465
447.3841059
478.103558
439.6729346
455.1794584
381.8505671
468.5394484
451.6316379
474.6360902
461.2293136
486.8497377
445.1787933
423.7544024
454.3245081
489.8209634
443.7442305
444.6743275
452.7267744
494.4723821
456.2562411
471.4124638
402.4553488
452.6602102
460.4205539
466.5547849
440.3329441
480.1168723
446.4725033
439.8315726
490.9423667
422.6746818
438.5568333
480.9317514
484.5068208
451.858543
487.7062069
469.4792547
460.8192482
447.9739368
433.8553023
450.4501383
436.0585649
483.5132363
478.9990227
439.1602215
485.030429
452.3872165
469.2337923
476.290637
465.7420001
464.8426984
460.8192301
415.0657654
445.094246
448.9096142
396.3803045
424.8595832
450.8427635
458.0740254
388.9126631
400.0423264
442.7448456
423.4273806
497.4784506
436.2844686
460.2714887
496.7783803
486.9183161
442.0604601
424.0370555
485.2470095
453.5331973
448.1010791
462.1867915
479.4459942
499.5685256
445.8160613
464.0105946
499.0453178
451.42609
487.1579508
470.4457016
455.3896097
455.9886002
461.7690663
470.8816928
443.1870651
471.2099411
