step,training reward,validation reward,loss policy,loss critic,epsisode length
407,-68.34354577722297,-96.52454912182293,-858.6261596679688,0.020314481109380722,407
665,-101.02329100415682,-96.52454912182293,5677.34228515625,0.0361599437892437,258
687,-100.0778999717877,-96.52454912182293,-102.29328918457031,0.4164287745952606,22
720,-97.38487133328454,-96.52454912182293,-712.60888671875,0.8037577271461487,33
748,-100.11945143993944,-96.52454912182293,-372.70916748046875,0.7196909189224243,28
776,-97.82342053938191,-96.52454912182293,-191.53187561035156,0.30686432123184204,28
821,-96.59132223948177,-96.52454912182293,-489.4347229003906,0.2774268686771393,45
851,-97.64261725751567,-96.52454912182293,-292.5212707519531,0.23091137409210205,30
916,-95.47654868902282,-96.52454912182293,-1131.5211181640625,0.21973738074302673,65
959,-96.74729803195805,-96.52454912182293,-474.80462646484375,0.08409005403518677,43
1214,-89.79059872390644,-96.52454912182293,937.4901123046875,0.009946053847670555,255
1290,-94.84249371177066,-96.52454912182293,-954.7288208007812,0.09327276051044464,76
1318,-97.16458437489564,-96.52454912182293,-269.8476257324219,0.7285933494567871,28
1698,-96.16316461980205,-96.52454912182293,-9923.109375,0.04783117398619652,380
1790,-99.91849633290258,-96.52454912182293,140.31808471679688,0.029438000172376633,92
1925,-92.36561389252893,-96.52454912182293,-254.69564819335938,0.012042284943163395,135
1977,-95.87682787131052,-96.52454912182293,-253.67254638671875,0.035959210246801376,52
2010,-97.66461561754113,-96.52454912182293,-613.5451049804688,0.7108480930328369,33
2059,-94.62999534664777,-96.52454912182293,-296.50579833984375,0.058983419090509415,49
2091,-97.07240473269485,-96.52454912182293,-447.02923583984375,0.5102086067199707,32
2117,-100.09653625491774,-96.52454912182293,-176.61451721191406,0.42628908157348633,26
2140,-100.09132516743557,-96.52454912182293,-93.70987701416016,0.08961781859397888,23
2183,-96.59834724238317,-96.52454912182293,-139.52374267578125,0.040779128670692444,43
2222,-97.13450131744503,-96.52454912182293,-141.24803161621094,0.025650588795542717,39
2722,114.9687354082962,-100.03301761081093,2019.3251953125,0.009839585050940514,500
2756,-97.46090596205613,-100.03301761081093,-147.32052612304688,0.05846528336405754,34
2799,-100.17941211763537,-100.03301761081093,-136.08261108398438,0.03503410145640373,43
2826,-100.1160279844189,-100.03301761081093,-107.83949279785156,0.02450721710920334,27
2864,-100.15785946154938,-100.03301761081093,-312.03424072265625,0.09181555360555649,38
3054,-100.68169126952853,-100.03301761081093,2883.232421875,0.04347256198525429,190
3092,-100.17323668203971,-100.03301761081093,-256.2430419921875,0.08129627257585526,38
3351,-90.6502873036352,-100.03301761081093,4157.41552734375,0.03279612958431244,259
3381,-97.54871511951933,-100.03301761081093,-178.66925048828125,0.41128119826316833,30
3449,-93.67917739207041,-100.03301761081093,-658.7764282226562,0.06510494649410248,68
3510,-95.56321222924453,-100.03301761081093,-376.0553894042969,0.02514907345175743,61
3579,-98.51070462176722,-100.03301761081093,231.68377685546875,0.020393196493387222,69
3638,-95.75710328968489,-100.03301761081093,-659.9951171875,0.10662887990474701,59
3672,-100.08384264506458,-100.03301761081093,-14.365700721740723,0.0051084356382489204,34
3759,-100.29623804774383,-100.03301761081093,465.1437072753906,0.054811086505651474,87
3788,-100.10416290187277,-100.03301761081093,-129.2088165283203,0.14427608251571655,29
4288,28.78100823878208,-100.03301761081093,17049.265625,0.04546378552913666,500
4318,-97.53460491971782,-100.03301761081093,-23.845760345458984,0.013928217813372612,30
4472,-86.95182992748596,-100.03301761081093,126.63871765136719,0.007838478311896324,154
4629,-82.06740072578759,-100.03301761081093,-51.54063415527344,0.006357507314532995,157
4715,-100.3611299203767,-100.03301761081093,677.0608520507812,0.05897360295057297,86
4799,-100.31884235081088,-100.03301761081093,490.2915344238281,0.05040053650736809,84
4826,-100.10938445894135,-100.03301761081093,-196.370849609375,0.23944233357906342,27
4856,-97.838706816161,-100.03301761081093,-297.6513671875,0.47436222434043884,30
4890,-96.91578139754347,-100.03301761081093,-19.116552352905273,0.008387170732021332,34
4930,-100.12468767560495,-100.03301761081093,52.829471588134766,0.007099660113453865,40
4970,-100.1373916823286,-100.03301761081093,-167.47769165039062,0.04284136742353439,40
5015,-96.41472167964821,-100.03215327998623,48.227760314941406,0.0054226405918598175,45
5117,-91.01977870791734,-100.03215327998623,116.8552474975586,0.0071318685077130795,102
5159,-95.88551994066074,-100.03215327998623,-173.49940490722656,0.0715777724981308,42
