time,iterations,episodes,training reward,validation reward,loss policy,loss critic,sigma
1.558136224746704,1,8,,0.049427267909049985,3.9553818702697754,0.00019101289217360318,0.5
1.8114593029022217,2,16,,,4.595259666442871,0.0007331310189329088,0.5
2.070547103881836,3,27,,,-12.850831031799316,0.0004576498467940837,0.5
2.331864356994629,4,38,,,9.803421020507812,0.0013773147948086262,0.5
2.6126210689544678,5,48,,,8.086419105529785,0.0011961711570620537,0.5
2.8858907222747803,6,57,,,1.0645341873168945,0.00019468403479550034,0.5
3.1681344509124756,7,64,,,11.893733024597168,0.0012623819056898355,0.4999999701976776
3.3965063095092773,8,75,,,-13.019362449645996,0.005531272850930691,0.4999999701976776
3.669813394546509,9,83,,,5.323021411895752,0.0065393163822591305,0.4999999701976776
3.941087245941162,10,94,,,-6.619301795959473,0.000748042541090399,0.4999999701976776
4.20438289642334,11,103,,,3.939103364944458,0.0002180475858040154,0.4999999403953552
4.47567343711853,12,110,,,3.89648699760437,0.0009770924225449562,0.4999999403953552
4.7594218254089355,13,119,,,-0.7113968729972839,0.00016093866724986583,0.4999999403953552
5.034703016281128,14,128,,,-0.7086400389671326,7.847950473660603e-05,0.49999991059303284
5.309983491897583,15,137,,,3.937312126159668,0.00017378998745698482,0.49999991059303284
5.605700254440308,16,147,,,4.2382330894470215,0.00013267830945551395,0.49999991059303284
5.872985124588013,17,157,,,2.198748826980591,0.00021059166465420276,0.49999988079071045
6.1223180294036865,18,167,,,7.963256359100342,0.001331441686488688,0.49999988079071045
6.404072523117065,19,174,,,0.3696366548538208,0.0002659577294252813,0.49999985098838806
6.683876037597656,20,183,,,1.91056227684021,0.0005009465385228395,0.4999998211860657
6.9760942459106445,21,192,,,-8.261655807495117,0.00024023413425311446,0.4999998211860657
7.2962377071380615,22,200,,,-0.2027067095041275,0.0001867380051407963,0.4999997913837433
7.584482669830322,23,207,,,-5.902477741241455,0.00015002726286184043,0.4999997615814209
7.8547751903533936,24,217,,,-0.8809799551963806,0.00029173187795095146,0.4999997615814209
8.141516208648682,25,224,,,2.406984806060791,0.001771839102730155,0.4999997317790985
8.423761129379272,26,234,,,3.7557265758514404,0.0020404695533216,0.4999997019767761
8.685061931610107,27,244,,,1.926958680152893,0.00023601326392963529,0.4999997019767761
8.92935037612915,28,254,,,10.509925842285156,0.0024290685541927814,0.49999967217445374
9.23259973526001,29,263,,,1.550719141960144,0.0014423821121454239,0.49999964237213135
9.50686502456665,30,271,,,0.8976254463195801,0.0013752990635111928,0.49999961256980896
9.805067539215088,31,279,,,-2.8496017456054688,0.00024603508063592017,0.4999995827674866
10.092314004898071,32,287,,,-7.7789154052734375,0.00016023813805077225,0.4999995529651642
10.39675259590149,33,295,,,2.1474547386169434,0.0002302243810845539,0.4999995231628418
10.670528173446655,34,304,,,-8.245670318603516,0.0001900773640954867,0.4999994933605194
10.959754467010498,35,313,,,-8.617719650268555,0.00018823241407517344,0.499999463558197
11.24299669265747,36,320,,,-8.722020149230957,0.0001343084149993956,0.49999943375587463
11.566132545471191,37,326,,,2.442408323287964,0.00045857130317017436,0.49999940395355225
11.819961309432983,38,335,,,0.3484087884426117,0.0001768820802681148,0.49999937415122986
12.088335514068604,39,346,,,-4.47109842300415,0.00044765620259568095,0.49999934434890747
12.38095998764038,40,355,,,-1.6376152038574219,9.374737419420853e-05,0.4999992847442627
12.664202213287354,41,365,,,4.156420707702637,0.0007154372869990766,0.4999992549419403
